phone,school,region
+13232765545,Alliance Tennenbaum Family Technology High,California Charter
+13239204388,Alliance Virgil Roberts Leadership Academy,California Charter
+16262045265,Alma Fuerte Public,California Charter
+18052218550,Almond Acres Charter Academy,California Charter
+14087911558,Alpha Cindy Avitia High,California Charter
+14087800831,Alpha: Blanca Alvarado,California Charter
+14083613876,Alpha: Cornerstone Academy Preparatory,California Charter
+14087801551,Alpha: Jose Hernandez,California Charter
+15308857067,Alta Vista Community Charter,California Charter
+17602034846,Alta Vista Innovation High,California Charter
+15107484314,Alternatives in Action,California Charter
+18586782050,Altus Schools Audeo,California Charter
+18586782020,Altus Schools Charter School of San Diego,California Charter
+17609477100,Altus Schools Mirus Charter,California Charter
+15598649411,Alvina Elementary Charter,California Charter
+15594979331,Ambassador Phillip V. Sanchez II Public Charter,California Charter
+16196944809,America's Finest Charter,California Charter
+15303338340,American River Charter,California Charter
+19166723550,American River Collegiate Academy,California Charter
+13233523148,Anahuacalmecac International Univ Prep of N. America,California Charter
+15303653100,Anderson New Technology High,California Charter
+13235651600,Animo City of Champions Charter High,California Charter
+13235653245,Animo Ellen Ochoa Charter Middle,California Charter
+13235653280,Animo Florence-Firestone Charter Middle,California Charter
+13235652100,Animo Inglewood Charter High,California Charter
+13238465800,Animo Jackie Robinson High,California Charter
+13235688613,Animo James B. Taylor Charter Middle,California Charter
+13232321857,Animo Jefferson Charter Middle,California Charter
+13102163277,Animo Leadership High,California Charter
+13236006000,Animo Legacy Charter Middle,California Charter
+13235654450,Animo Mae Jemison Charter Middle,California Charter
+13235853312,Animo Pat Brown,California Charter
+13232329436,Animo Ralph Bunche Charter High,California Charter
+13237790544,Animo South Los Angeles Charter,California Charter
+13103928751,Animo Venice Charter High,California Charter
+13237563930,Animo Watts College Preparatory Academy,California Charter
+16612720044,Antelope Valley Learning Academy,California Charter
+19257557311,Antioch Charter Academy,California Charter
+19257551252,Antioch Charter Academy II,California Charter
+18189942904,Ararat Charter,California Charter
+18054371410,Architecture Construction & Engineering Charter High (ACE),California Charter
+15302682805,Arete Charter Academy,California Charter
+15104365487,ARISE High,California Charter
+16196569676,Arroyo Vista Charter,California Charter
+13232664371,Arts In Action Community Charter,California Charter
+19094753322,ASA Charter,California Charter
+15108793140,ASCEND,California Charter
+15593692456,Aspen Meadow Public,California Charter
+15593740080,Aspen Ridge Public,California Charter
+15592257737,Aspen Valley Prep Academy,California Charter
+19169791788,Aspire Alexander Twilight College Preparatory Academy,California Charter
+13235851153,Aspire Antonio Maria Lugo Academy,California Charter
+12094663861,Aspire APEX Academy,California Charter
+12093373010,Aspire Arts & Sciences Academy,California Charter
+12099551477,Aspire Benjamin Holt College Preparatory Academy,California Charter
+12094379899,Aspire Benjamin Holt Middle,California Charter
+15106582900,Aspire Berkley Maynard Academy,California Charter
+19167398520,Aspire Capitol Heights Academy,California Charter
+13238269616,Aspire Centennial College Preparatory Academy,California Charter
+15105628030,Aspire College Academy,California Charter
+16506149100,Aspire East Palo Alto Charter,California Charter
+13232495740,Aspire Firestone Academy Charter,California Charter
+15105679631,Aspire Golden State College Preparatory Academy,California Charter
+13232358400,Aspire Inskeep Academy Charter,California Charter
+13235835421,Aspire Junior Collegiate Academy,California Charter
+12099432389,Aspire Langston Hughes Academy,California Charter
+15106357737,Aspire Lionel Wilson College Preparatory Academy,California Charter
+15105683101,Aspire Monarch Academy,California Charter
+13232772901,Aspire Ollin University Preparatory Academy,California Charter
+13235892800,Aspire Pacific Academy,California Charter
+15106848900,Aspire Richmond Ca. College Preparatory Academy,California Charter
+15104800660,Aspire Richmond Technology Academy,California Charter
+12099568100,Aspire River Oaks Charter,California Charter
+12099445590,Aspire Rosa Parks Academy,California Charter
+12092089900,Aspire Stockton 6-12 Secondary Academy,California Charter
+12095388082,Aspire Summit Charter Academy,California Charter
+15106389445,Aspire Triumph Technology Academy,California Charter
+12095448722,Aspire University Charter,California Charter
+12095213010,Aspire Vanguard College Preparatory Academy,California Charter
+12099315399,Aspire Vincent Shalvey Academy,California Charter
+16612721225,Assurance Learning Academy,California Charter
+12098309219,Astronaut Jose' M. Hernandez Academy,California Charter
+19512426646,Audeo Valley Charter,California Charter
+15107467862,Aurum Preparatory Academy,California Charter
+16267971438,Aveson Global Leadership Academy,California Charter
+16267971440,Aveson School of Leaders,California Charter
+14084714680,B. Roberto Cruz Leadership Academy,California Charter
+12093949400,Ballico-Cressey Community Charter,California Charter
+16192282054,Ballington Acad for the Arts and Scis - San Bernardino,California Charter
+17603530140,Ballington Academy for the Arts and Sciences,California Charter
+12092294650,Banta Charter,California Charter
+13235664590,Barack Obama Charter,California Charter
+16194430948,Barona Indian Charter,California Charter
+15103829932,Bay Area Technology,California Charter
+18317174630,Bay View Academy,California Charter
+17602034383,Baypoint Preparatory Academy - San Diego,California Charter
+18183601924,Beckford Charter for Enriched Studies,California Charter
+17606218948,Bella Mente Montessori Academy,California Charter
+18055957169,Bellevue-Santa Fe Charter,California Charter
+18188345805,Bert Corona Charter,California Charter
+18184806810,Bert Corona Charter High,California Charter
+15594201234,Big Picture Educational Academy,California Charter
+18313244573,Big Sur Charter,California Charter
+17075396060,Binkley Elementary Charter,California Charter
+18187585200,Birmingham Community Charter High,California Charter
+15304771235,Bitney Prep High,California Charter
+14089784675,Blackford Elementary,California Charter
+15597307422,Blue Oak Academy,California Charter
+15308797483,Blue Oak Charter,California Charter
+16614129363,Blue Ridge Academy,California Charter
+16195883121,Bostonia Global,California Charter
+19163955215,Bowling Green Elementary,California Charter
+15308851974,Bowman Charter,California Charter
+18054923569,BRIDGES Charter,California Charter
+18662013890,Bridges Preparatory Academy,California Charter
+18336192378,Brookfield Engineering Science Technology Academy,California Charter
+19169339746,Buckeye Union Mandarin Immersion Charter,California Charter
+17074537300,Buckingham Collegiate Charter Academy,California Charter
+16509474100,Bullis Charter,California Charter
+15597827057,Butterfield Charter,California Charter
+16194043190,Cabrillo Point Academy,California Charter
+18182244430,Calabash Charter Academy,California Charter
+17078377747,Cali Calmecac Language Academy,California Charter
+15106859886,Caliber: Beta Academy,California Charter
+17075639827,Caliber: ChangeMakers Academy,California Charter
+13235392810,California Creative Learning Academy,California Charter
+15303785254,California Heritage Youthbuild Academy II,California Charter
+19164365770,California Innovative Career Academy,California Charter
+19514432731,California Military Institute,California Charter
+19163250910,California Montessori Project - Capitol Campus,California Charter
+19167149699,California Montessori Project - Elk Grove Campus,California Charter
+19169712432,California Montessori Project-San Juan Campuses,California Charter
+15306723095,California Montessori Project-Shingle Springs Campus,California Charter
+18009065166,California Online Public Schools Central Coast,California Charter
+18552257227,California Pacific Charter - San Diego,California Charter
+19492986040,California Republic Leadership Academy Capistrano,California Charter
+17147989104,California Republic Leadership Academy Yorba Linda,California Charter
+16573214000,California School of the Arts - San Gabriel Valley,California Charter
+18055810202,California Virtual Academy @ Los Angeles,California Charter
+18183472681,Calvert Charter for Enriched Studies,California Charter
+18053841415,Camarillo Academy of Progressive Education,California Charter
+12134134245,Camino Nuevo Charter Academy,California Charter
+12137365542,Camino Nuevo Charter Academy #2,California Charter
+12133535300,Camino Nuevo Charter Academy #4,California Charter
+13237307160,Camino Nuevo Elementary #3,California Charter
+12137365566,Camino Nuevo High #2,California Charter
+15306444552,Camino Polytechnic,California Charter
+14083644222,Campbell School of Innovation,California Charter
+13104547510,Canyon Charter Elementary,California Charter
+19162340583,Capital College & Career Academy,California Charter
+19164765796,Capitol Collegiate Academy,California Charter
+14083644260,Capri Elementary,California Charter
+15594434872,Career Technical Education Charter,California Charter
+18187614363,Carpenter Community Charter,California Charter
+15592293529,Carter G. Woodson Public Charter,California Charter
+17074640390,Castle Rock,California Charter
+18183601908,Castlebay Lane Charter,California Charter
+14083644233,Castlemont Elementary,California Charter
+13232933917,CATCH Prep Charter High Inc.,California Charter
+19518266461,CBK Charter,California Charter
+16617215030,Cecil Avenue Math and Science Academy,California Charter
+18317862100,Ceiba College Preparatory Academy,California Charter
+13232320245,Center for Advanced Learning,California Charter
+16618850023,Central Academy of Arts and Technology,California Charter
+12134714686,Central City Value,California Charter
+15598976740,Central Valley Home,California Charter
+13104122286,Century Community Charter,California Charter
+17078903890,Cesar Chavez Language Academy,California Charter
+18189947614,CHAMPS - Charter HS of Arts-Multimedia & Performing,California Charter
+15596223273,Charter Home School Academy,California Charter
+15306226984,Charter Home Study Academy,California Charter
+15306723890,Charter Montessori Valley View Campus,California Charter
+14084630618,Charter School of Morgan Hill,California Charter
+18186783400,Chatsworth Charter High,California Charter
+15598684200,Chawanakee Academy Charter,California Charter
+15303462153,Chicago Park Community Charter,California Charter
+15308952650,Chico Country Day,California Charter
+15308772227,Children's Community Charter,California Charter
+18183465100,CHIME Institute's Schwarzenegger Community,California Charter
+15305479726,Chrysalis Charter,California Charter
+16194262885,Chula Vista Learning Community Charter,California Charter
+17604168250,Cielo Vista Charter,California Charter
+17077654345,Cinnabar Charter,California Charter
+15107970100,Circle of Independent Learning,California Charter
+18186983848,Citizens of the World Charter School East Valley,California Charter
+13234644292,Citizens of the World Charter School Hollywood,California Charter
+14242480544,Citizens of the World Charter School Mar Vista,California Charter
+13234622840,Citizens of the World Charter School Silver Lake,California Charter
+18183303050,Citizens of the World Charter School West Valley,California Charter
+19512528800,Citrus Springs Charter,California Charter
+14158412200,City Arts & Leadership Academy,California Charter
+16197953137,City Heights Preparatory Charter,California Charter
+13106804880,City Honors International Preparatory High,California Charter
+13237373013,City Language Immersion Charter,California Charter
+19169575802,Clarksville Charter,California Charter
+17605460101,Classical Academy,California Charter
+17604809845,Classical Academy High,California Charter
+17603309800,Classical Academy Vista,California Charter
+19256827474,Clayton Valley Charter High,California Charter
+18885021116,Clear Passage Educational Center,California Charter
+15595750587,Clovis Global Academy,California Charter
+15593274400,Clovis Online Charter,California Charter
+17606314020,Coastal Academy Charter,California Charter
+17078258804,Coastal Grove Charter,California Charter
+18187615115,Colfax Charter Elementary,California Charter
+17147968795,College and Career Preparatory Academy,California Charter
+19092851111,College Bridge Academy,California Charter
+16193032782,College Preparatory Middle,California Charter
+12133047077,Collegiate Charter High School of Los Angeles,California Charter
+15307122242,Come Back Butte Charter,California Charter
+12093866025,Come Back Charter,California Charter
+19162865161,Community Collaborative Charter,California Charter
+13104762281,Community Magnet Charter Elementary,California Charter
+17607437880,Community Montessori,California Charter
+19162865170,Community Outreach Academy,California Charter
+19498314272,Community Roots Academy,California Charter
+15106864131,Community School for Creative Education,California Charter
+18559374227,Compass Charter School of Yolo,California Charter
+19097970174,Competitive Edge Charter Academy (CECA),California Charter
+16504822426,Connect Community Charter,California Charter
+12098741119,Connecting Waters Charter,California Charter
